@relation 'train_cleaned_expanded-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,2'

@attribute PassengerId numeric
@attribute Pclass numeric
@attribute Sex {male,female}
@attribute SibSp numeric
@attribute Parch numeric
@attribute Fare numeric
@attribute Embarked {S,C,Q}
@attribute Gender numeric
@attribute AgeFill numeric
@attribute AgeIsNull numeric
@attribute FamilySize numeric
@attribute Age*Class numeric
@attribute Survived {0,1}

@data
477,2,male,1,0,21,S,1,34,0,1,68,0
478,3,male,1,0,7.0458,S,1,29,0,1,87,0
479,3,male,0,0,7.5208,S,1,22,0,0,66,0
480,3,female,0,1,12.2875,S,0,2,0,1,6,1
481,3,male,5,2,46.9,S,1,9,0,7,27,0
482,2,male,0,0,0,S,1,30,1,0,60,0
483,3,male,0,0,8.05,S,1,50,0,0,150,0
484,3,female,0,0,9.5875,S,0,63,0,0,189,1
485,1,male,1,0,91.0792,C,1,25,0,1,25,1
486,3,female,3,1,25.4667,S,0,21.5,1,4,64.5,0
487,1,female,1,0,90,S,0,35,0,1,35,1
488,1,male,0,0,29.7,C,1,58,0,0,58,0
489,3,male,0,0,8.05,S,1,30,0,0,90,0
490,3,male,1,1,15.9,S,1,9,0,2,27,1
491,3,male,1,0,19.9667,S,1,25,1,1,75,0
492,3,male,0,0,7.25,S,1,21,0,0,63,0
493,1,male,0,0,30.5,S,1,55,0,0,55,0
494,1,male,0,0,49.5042,C,1,71,0,0,71,0
495,3,male,0,0,8.05,S,1,21,0,0,63,0
496,3,male,0,0,14.4583,C,1,25,1,0,75,0
497,1,female,1,0,78.2667,C,0,54,0,1,54,1
498,3,male,0,0,15.1,S,1,25,1,0,75,0
499,1,female,1,2,151.55,S,0,25,0,3,25,0
500,3,male,0,0,7.7958,S,1,24,0,0,72,0
501,3,male,0,0,8.6625,S,1,17,0,0,51,0
502,3,female,0,0,7.75,Q,0,21,0,0,63,0
503,3,female,0,0,7.6292,Q,0,21.5,1,0,64.5,0
504,3,female,0,0,9.5875,S,0,37,0,0,111,0
505,1,female,0,0,86.5,S,0,16,0,0,16,1
506,1,male,1,0,108.9,C,1,18,0,1,18,0
507,2,female,0,2,26,S,0,33,0,2,66,1
508,1,male,0,0,26.55,S,1,40,1,0,40,1
509,3,male,0,0,22.525,S,1,28,0,0,84,0
510,3,male,0,0,56.4958,S,1,26,0,0,78,1
511,3,male,0,0,7.75,Q,1,29,0,0,87,1
512,3,male,0,0,8.05,S,1,25,1,0,75,0
513,1,male,0,0,26.2875,S,1,36,0,0,36,1
514,1,female,1,0,59.4,C,0,54,0,1,54,1
515,3,male,0,0,7.4958,S,1,24,0,0,72,0
516,1,male,0,0,34.0208,S,1,47,0,0,47,0
517,2,female,0,0,10.5,S,0,34,0,0,68,1
518,3,male,0,0,24.15,Q,1,25,1,0,75,0
519,2,female,1,0,26,S,0,36,0,1,72,1
520,3,male,0,0,7.8958,S,1,32,0,0,96,0
521,1,female,0,0,93.5,S,0,30,0,0,30,1
522,3,male,0,0,7.8958,S,1,22,0,0,66,0
523,3,male,0,0,7.225,C,1,25,1,0,75,0
524,1,female,0,1,57.9792,C,0,44,0,1,44,1
525,3,male,0,0,7.2292,C,1,25,1,0,75,0
526,3,male,0,0,7.75,Q,1,40.5,0,0,121.5,0
527,2,female,0,0,10.5,S,0,50,0,0,100,1
528,1,male,0,0,221.7792,S,1,40,1,0,40,0
529,3,male,0,0,7.925,S,1,39,0,0,117,0
530,2,male,2,1,11.5,S,1,23,0,3,46,0
531,2,female,1,1,26,S,0,2,0,2,4,1
532,3,male,0,0,7.2292,C,1,25,1,0,75,0
533,3,male,1,1,7.2292,C,1,17,0,2,51,0
534,3,female,0,2,22.3583,C,0,21.5,1,2,64.5,1
535,3,female,0,0,8.6625,S,0,30,0,0,90,0
536,2,female,0,2,26.25,S,0,7,0,2,14,1
537,1,male,0,0,26.55,S,1,45,0,0,45,0
538,1,female,0,0,106.425,C,0,30,0,0,30,1
539,3,male,0,0,14.5,S,1,25,1,0,75,0
540,1,female,0,2,49.5,C,0,22,0,2,22,1
541,1,female,0,2,71,S,0,36,0,2,36,1
542,3,female,4,2,31.275,S,0,9,0,6,27,0
543,3,female,4,2,31.275,S,0,11,0,6,33,0
544,2,male,1,0,26,S,1,32,0,1,64,1
545,1,male,1,0,106.425,C,1,50,0,1,50,0
546,1,male,0,0,26,S,1,64,0,0,64,0
547,2,female,1,0,26,S,0,19,0,1,38,1
548,2,male,0,0,13.8625,C,1,30,1,0,60,1
549,3,male,1,1,20.525,S,1,33,0,2,99,0
550,2,male,1,1,36.75,S,1,8,0,2,16,1
551,1,male,0,2,110.8833,C,1,17,0,2,17,1
552,2,male,0,0,26,S,1,27,0,0,54,0
553,3,male,0,0,7.8292,Q,1,25,1,0,75,0
554,3,male,0,0,7.225,C,1,22,0,0,66,1
555,3,female,0,0,7.775,S,0,22,0,0,66,1
556,1,male,0,0,26.55,S,1,62,0,0,62,0
557,1,female,1,0,39.6,C,0,48,0,1,48,1
558,1,male,0,0,227.525,C,1,40,1,0,40,0
559,1,female,1,1,79.65,S,0,39,0,2,39,1
560,3,female,1,0,17.4,S,0,36,0,1,108,1
561,3,male,0,0,7.75,Q,1,25,1,0,75,0
562,3,male,0,0,7.8958,S,1,40,0,0,120,0
563,2,male,0,0,13.5,S,1,28,0,0,56,0
564,3,male,0,0,8.05,S,1,25,1,0,75,0
565,3,female,0,0,8.05,S,0,21.5,1,0,64.5,0
566,3,male,2,0,24.15,S,1,24,0,2,72,0
567,3,male,0,0,7.8958,S,1,19,0,0,57,0
568,3,female,0,4,21.075,S,0,29,0,4,87,0
569,3,male,0,0,7.2292,C,1,25,1,0,75,0
570,3,male,0,0,7.8542,S,1,32,0,0,96,1
571,2,male,0,0,10.5,S,1,62,0,0,124,1
572,1,female,2,0,51.4792,S,0,53,0,2,53,1
573,1,male,0,0,26.3875,S,1,36,0,0,36,1
574,3,female,0,0,7.75,Q,0,21.5,1,0,64.5,1
575,3,male,0,0,8.05,S,1,16,0,0,48,0
576,3,male,0,0,14.5,S,1,19,0,0,57,0
577,2,female,0,0,13,S,0,34,0,0,68,1
578,1,female,1,0,55.9,S,0,39,0,1,39,1
579,3,female,1,0,14.4583,C,0,21.5,1,1,64.5,0
580,3,male,0,0,7.925,S,1,32,0,0,96,1
581,2,female,1,1,30,S,0,25,0,2,50,1
582,1,female,1,1,110.8833,C,0,39,0,2,39,1
583,2,male,0,0,26,S,1,54,0,0,108,0
584,1,male,0,0,40.125,C,1,36,0,0,36,0
585,3,male,0,0,8.7125,C,1,25,1,0,75,0
586,1,female,0,2,79.65,S,0,18,0,2,18,1
587,2,male,0,0,15,S,1,47,0,0,94,0
588,1,male,1,1,79.2,C,1,60,0,2,60,1
589,3,male,0,0,8.05,S,1,22,0,0,66,0
590,3,male,0,0,8.05,S,1,25,1,0,75,0
591,3,male,0,0,7.125,S,1,35,0,0,105,0
592,1,female,1,0,78.2667,C,0,52,0,1,52,1
593,3,male,0,0,7.25,S,1,47,0,0,141,0
594,3,female,0,2,7.75,Q,0,21.5,1,2,64.5,0
595,2,male,1,0,26,S,1,37,0,1,74,0
596,3,male,1,1,24.15,S,1,36,0,2,108,0
597,2,female,0,0,33,S,0,28,1,0,56,1
598,3,male,0,0,0,S,1,49,0,0,147,0
599,3,male,0,0,7.225,C,1,25,1,0,75,0
600,1,male,1,0,56.9292,C,1,49,0,1,49,1
601,2,female,2,1,27,S,0,24,0,3,48,1
602,3,male,0,0,7.8958,S,1,25,1,0,75,0
603,1,male,0,0,42.4,S,1,40,1,0,40,0
604,3,male,0,0,8.05,S,1,44,0,0,132,0
605,1,male,0,0,26.55,C,1,35,0,0,35,1
606,3,male,1,0,15.55,S,1,36,0,1,108,0
607,3,male,0,0,7.8958,S,1,30,0,0,90,0
608,1,male,0,0,30.5,S,1,27,0,0,27,1
609,2,female,1,2,41.5792,C,0,22,0,3,44,1
610,1,female,0,0,153.4625,S,0,40,0,0,40,1
611,3,female,1,5,31.275,S,0,39,0,6,117,0
612,3,male,0,0,7.05,S,1,25,1,0,75,0
613,3,female,1,0,15.5,Q,0,21.5,1,1,64.5,1
614,3,male,0,0,7.75,Q,1,25,1,0,75,0
615,3,male,0,0,8.05,S,1,35,0,0,105,0
616,2,female,1,2,65,S,0,24,0,3,48,1
617,3,male,1,1,14.4,S,1,34,0,2,102,0
618,3,female,1,0,16.1,S,0,26,0,1,78,0
619,2,female,2,1,39,S,0,4,0,3,8,1
620,2,male,0,0,10.5,S,1,26,0,0,52,0
621,3,male,1,0,14.4542,C,1,27,0,1,81,0
622,1,male,1,0,52.5542,S,1,42,0,1,42,1
623,3,male,1,1,15.7417,C,1,20,0,2,60,1
624,3,male,0,0,7.8542,S,1,21,0,0,63,0
625,3,male,0,0,16.1,S,1,21,0,0,63,0
626,1,male,0,0,32.3208,S,1,61,0,0,61,0
627,2,male,0,0,12.35,Q,1,57,0,0,114,0
628,1,female,0,0,77.9583,S,0,21,0,0,21,1
629,3,male,0,0,7.8958,S,1,26,0,0,78,0
630,3,male,0,0,7.7333,Q,1,25,1,0,75,0
631,1,male,0,0,30,S,1,80,0,0,80,1
632,3,male,0,0,7.0542,S,1,51,0,0,153,0
633,1,male,0,0,30.5,C,1,32,0,0,32,1
634,1,male,0,0,0,S,1,40,1,0,40,0
635,3,female,3,2,27.9,S,0,9,0,5,27,0
636,2,female,0,0,13,S,0,28,0,0,56,1
637,3,male,0,0,7.925,S,1,32,0,0,96,0
638,2,male,1,1,26.25,S,1,31,0,2,62,0
639,3,female,0,5,39.6875,S,0,41,0,5,123,0
640,3,male,1,0,16.1,S,1,25,1,1,75,0
641,3,male,0,0,7.8542,S,1,20,0,0,60,0
642,1,female,0,0,69.3,C,0,24,0,0,24,1
643,3,female,3,2,27.9,S,0,2,0,5,6,0
644,3,male,0,0,56.4958,S,1,25,1,0,75,1
645,3,female,2,1,19.2583,C,0,0.75,0,3,2.25,1
646,1,male,1,0,76.7292,C,1,48,0,1,48,1
647,3,male,0,0,7.8958,S,1,19,0,0,57,0
648,1,male,0,0,35.5,C,1,56,0,0,56,1
649,3,male,0,0,7.55,S,1,25,1,0,75,0
650,3,female,0,0,7.55,S,0,23,0,0,69,1
651,3,male,0,0,7.8958,S,1,25,1,0,75,0
652,2,female,0,1,23,S,0,18,0,1,36,1
653,3,male,0,0,8.4333,S,1,21,0,0,63,0
654,3,female,0,0,7.8292,Q,0,21.5,1,0,64.5,1
655,3,female,0,0,6.75,Q,0,18,0,0,54,0
656,2,male,2,0,73.5,S,1,24,0,2,48,0
657,3,male,0,0,7.8958,S,1,25,1,0,75,0
658,3,female,1,1,15.5,Q,0,32,0,2,96,0
659,2,male,0,0,13,S,1,23,0,0,46,0
660,1,male,0,2,113.275,C,1,58,0,2,58,0
661,1,male,2,0,133.65,S,1,50,0,2,50,1
662,3,male,0,0,7.225,C,1,40,0,0,120,0
663,1,male,0,0,25.5875,S,1,47,0,0,47,0
664,3,male,0,0,7.4958,S,1,36,0,0,108,0
665,3,male,1,0,7.925,S,1,20,0,1,60,1
666,2,male,2,0,73.5,S,1,32,0,2,64,0
667,2,male,0,0,13,S,1,25,0,0,50,0
668,3,male,0,0,7.775,S,1,25,1,0,75,0
669,3,male,0,0,8.05,S,1,43,0,0,129,0
670,1,female,1,0,52,S,0,35,1,1,35,1
671,2,female,1,1,39,S,0,40,0,2,80,1
672,1,male,1,0,52,S,1,31,0,1,31,0
673,2,male,0,0,10.5,S,1,70,0,0,140,0
674,2,male,0,0,13,S,1,31,0,0,62,1
675,2,male,0,0,0,S,1,30,1,0,60,0
676,3,male,0,0,7.775,S,1,18,0,0,54,0
677,3,male,0,0,8.05,S,1,24.5,0,0,73.5,0
678,3,female,0,0,9.8417,S,0,18,0,0,54,1
679,3,female,1,6,46.9,S,0,43,0,7,129,0
680,1,male,0,1,512.3292,C,1,36,0,1,36,1
681,3,female,0,0,8.1375,Q,0,21.5,1,0,64.5,0
682,1,male,0,0,76.7292,C,1,27,0,0,27,1
683,3,male,0,0,9.225,S,1,20,0,0,60,0
684,3,male,5,2,46.9,S,1,14,0,7,42,0
685,2,male,1,1,39,S,1,60,0,2,120,0
686,2,male,1,2,41.5792,C,1,25,0,3,50,0
687,3,male,4,1,39.6875,S,1,14,0,5,42,0
688,3,male,0,0,10.1708,S,1,19,0,0,57,0
689,3,male,0,0,7.7958,S,1,18,0,0,54,0
690,1,female,0,1,211.3375,S,0,15,0,1,15,1
691,1,male,1,0,57,S,1,31,0,1,31,1
692,3,female,0,1,13.4167,C,0,4,0,1,12,1
693,3,male,0,0,56.4958,S,1,25,1,0,75,1
694,3,male,0,0,7.225,C,1,25,0,0,75,0
695,1,male,0,0,26.55,S,1,60,0,0,60,0
696,2,male,0,0,13.5,S,1,52,0,0,104,0
697,3,male,0,0,8.05,S,1,44,0,0,132,0
698,3,female,0,0,7.7333,Q,0,21.5,1,0,64.5,1
699,1,male,1,1,110.8833,C,1,49,0,2,49,0
700,3,male,0,0,7.65,S,1,42,0,0,126,0
701,1,female,1,0,227.525,C,0,18,0,1,18,1
702,1,male,0,0,26.2875,S,1,35,0,0,35,1
703,3,female,0,1,14.4542,C,0,18,0,1,54,0
704,3,male,0,0,7.7417,Q,1,25,0,0,75,0
705,3,male,1,0,7.8542,S,1,26,0,1,78,0
706,2,male,0,0,26,S,1,39,0,0,78,0
707,2,female,0,0,13.5,S,0,45,0,0,90,1
708,1,male,0,0,26.2875,S,1,42,0,0,42,1
709,1,female,0,0,151.55,S,0,22,0,0,22,1
710,3,male,1,1,15.2458,C,1,25,1,2,75,1
711,1,female,0,0,49.5042,C,0,24,0,0,24,1
712,1,male,0,0,26.55,S,1,40,1,0,40,0
713,1,male,1,0,52,S,1,48,0,1,48,1
714,3,male,0,0,9.4833,S,1,29,0,0,87,0
715,2,male,0,0,13,S,1,52,0,0,104,0
716,3,male,0,0,7.65,S,1,19,0,0,57,0
717,1,female,0,0,227.525,C,0,38,0,0,38,1
718,2,female,0,0,10.5,S,0,27,0,0,54,1
719,3,male,0,0,15.5,Q,1,25,1,0,75,0
720,3,male,0,0,7.775,S,1,33,0,0,99,0
721,2,female,0,1,33,S,0,6,0,1,12,1
722,3,male,1,0,7.0542,S,1,17,0,1,51,0
723,2,male,0,0,13,S,1,34,0,0,68,0
724,2,male,0,0,13,S,1,50,0,0,100,0
725,1,male,1,0,53.1,S,1,27,0,1,27,1
726,3,male,0,0,8.6625,S,1,20,0,0,60,0
727,2,female,3,0,21,S,0,30,0,3,60,1
728,3,female,0,0,7.7375,Q,0,21.5,1,0,64.5,1
729,2,male,1,0,26,S,1,25,0,1,50,0
730,3,female,1,0,7.925,S,0,25,0,1,75,0
731,1,female,0,0,211.3375,S,0,29,0,0,29,1
732,3,male,0,0,18.7875,C,1,11,0,0,33,0
733,2,male,0,0,0,S,1,30,1,0,60,0
734,2,male,0,0,13,S,1,23,0,0,46,0
735,2,male,0,0,13,S,1,23,0,0,46,0
736,3,male,0,0,16.1,S,1,28.5,0,0,85.5,0
737,3,female,1,3,34.375,S,0,48,0,4,144,0
738,1,male,0,0,512.3292,C,1,35,0,0,35,1
739,3,male,0,0,7.8958,S,1,25,1,0,75,0
740,3,male,0,0,7.8958,S,1,25,1,0,75,0
741,1,male,0,0,30,S,1,40,1,0,40,1
742,1,male,1,0,78.85,S,1,36,0,1,36,0
743,1,female,2,2,262.375,C,0,21,0,4,21,1
744,3,male,1,0,16.1,S,1,24,0,1,72,0
745,3,male,0,0,7.925,S,1,31,0,0,93,1
746,1,male,1,1,71,S,1,70,0,2,70,0
747,3,male,1,1,20.25,S,1,16,0,2,48,0
748,2,female,0,0,13,S,0,30,0,0,60,1
749,1,male,1,0,53.1,S,1,19,0,1,19,0
750,3,male,0,0,7.75,Q,1,31,0,0,93,0
751,2,female,1,1,23,S,0,4,0,2,8,1
752,3,male,0,1,12.475,S,1,6,0,1,18,1
753,3,male,0,0,9.5,S,1,33,0,0,99,0
754,3,male,0,0,7.8958,S,1,23,0,0,69,0
755,2,female,1,2,65,S,0,48,0,3,96,1
756,2,male,1,1,14.5,S,1,0.67,0,2,1.34,1
757,3,male,0,0,7.7958,S,1,28,0,0,84,0
758,2,male,0,0,11.5,S,1,18,0,0,36,0
759,3,male,0,0,8.05,S,1,34,0,0,102,0
760,1,female,0,0,86.5,S,0,33,0,0,33,1
761,3,male,0,0,14.5,S,1,25,1,0,75,0
762,3,male,0,0,7.125,S,1,41,0,0,123,0
763,3,male,0,0,7.2292,C,1,20,0,0,60,1
764,1,female,1,2,120,S,0,36,0,3,36,1
765,3,male,0,0,7.775,S,1,16,0,0,48,0
766,1,female,1,0,77.9583,S,0,51,0,1,51,1
767,1,male,0,0,39.6,C,1,40,1,0,40,0
768,3,female,0,0,7.75,Q,0,30.5,0,0,91.5,0
769,3,male,1,0,24.15,Q,1,25,1,1,75,0
770,3,male,0,0,8.3625,S,1,32,0,0,96,0
771,3,male,0,0,9.5,S,1,24,0,0,72,0
772,3,male,0,0,7.8542,S,1,48,0,0,144,0
773,2,female,0,0,10.5,S,0,57,0,0,114,0
774,3,male,0,0,7.225,C,1,25,1,0,75,0
775,2,female,1,3,23,S,0,54,0,4,108,1
776,3,male,0,0,7.75,S,1,18,0,0,54,0
777,3,male,0,0,7.75,Q,1,25,1,0,75,0
778,3,female,0,0,12.475,S,0,5,0,0,15,1
779,3,male,0,0,7.7375,Q,1,25,1,0,75,0
780,1,female,0,1,211.3375,S,0,43,0,1,43,1
781,3,female,0,0,7.2292,C,0,13,0,0,39,1
782,1,female,1,0,57,S,0,17,0,1,17,1
783,1,male,0,0,30,S,1,29,0,0,29,0
784,3,male,1,2,23.45,S,1,25,1,3,75,0
785,3,male,0,0,7.05,S,1,25,0,0,75,0
786,3,male,0,0,7.25,S,1,25,0,0,75,0
787,3,female,0,0,7.4958,S,0,18,0,0,54,1
788,3,male,4,1,29.125,Q,1,8,0,5,24,0
789,3,male,1,2,20.575,S,1,1,0,3,3,1
790,1,male,0,0,79.2,C,1,46,0,0,46,0
791,3,male,0,0,7.75,Q,1,25,1,0,75,0
792,2,male,0,0,26,S,1,16,0,0,32,0
793,3,female,8,2,69.55,S,0,21.5,1,10,64.5,0
794,1,male,0,0,30.6958,C,1,40,1,0,40,0
795,3,male,0,0,7.8958,S,1,25,0,0,75,0
796,2,male,0,0,13,S,1,39,0,0,78,0
797,1,female,0,0,25.9292,S,0,49,0,0,49,1
798,3,female,0,0,8.6833,S,0,31,0,0,93,1
799,3,male,0,0,7.2292,C,1,30,0,0,90,0
800,3,female,1,1,24.15,S,0,30,0,2,90,0
801,2,male,0,0,13,S,1,34,0,0,68,0
802,2,female,1,1,26.25,S,0,31,0,2,62,1
803,1,male,1,2,120,S,1,11,0,3,11,1
804,3,male,0,1,8.5167,C,1,0.42,0,1,1.26,1
805,3,male,0,0,6.975,S,1,27,0,0,81,1
806,3,male,0,0,7.775,S,1,31,0,0,93,0
807,1,male,0,0,0,S,1,39,0,0,39,0
808,3,female,0,0,7.775,S,0,18,0,0,54,0
809,2,male,0,0,13,S,1,39,0,0,78,0
810,1,female,1,0,53.1,S,0,33,0,1,33,1
811,3,male,0,0,7.8875,S,1,26,0,0,78,0
812,3,male,0,0,24.15,S,1,39,0,0,117,0
813,2,male,0,0,10.5,S,1,35,0,0,70,0
814,3,female,4,2,31.275,S,0,6,0,6,18,0
815,3,male,0,0,8.05,S,1,30.5,0,0,91.5,0
816,1,male,0,0,0,S,1,40,1,0,40,0
817,3,female,0,0,7.925,S,0,23,0,0,69,0
818,2,male,1,1,37.0042,C,1,31,0,2,62,0
819,3,male,0,0,6.45,S,1,43,0,0,129,0
820,3,male,3,2,27.9,S,1,10,0,5,30,0
821,1,female,1,1,93.5,S,0,52,0,2,52,1
822,3,male,0,0,8.6625,S,1,27,0,0,81,1
823,1,male,0,0,0,S,1,38,0,0,38,0
824,3,female,0,1,12.475,S,0,27,0,1,81,1
825,3,male,4,1,39.6875,S,1,2,0,5,6,0
826,3,male,0,0,6.95,Q,1,25,1,0,75,0
827,3,male,0,0,56.4958,S,1,25,1,0,75,0
828,2,male,0,2,37.0042,C,1,1,0,2,2,1
829,3,male,0,0,7.75,Q,1,25,1,0,75,1
830,1,female,0,0,80,?,0,62,0,0,62,1
831,3,female,1,0,14.4542,C,0,15,0,1,45,1
832,2,male,1,1,18.75,S,1,0.83,0,2,1.66,1
833,3,male,0,0,7.2292,C,1,25,1,0,75,0
834,3,male,0,0,7.8542,S,1,23,0,0,69,0
835,3,male,0,0,8.3,S,1,18,0,0,54,0
836,1,female,1,1,83.1583,C,0,39,0,2,39,1
837,3,male,0,0,8.6625,S,1,21,0,0,63,0
838,3,male,0,0,8.05,S,1,25,1,0,75,0
839,3,male,0,0,56.4958,S,1,32,0,0,96,1
840,1,male,0,0,29.7,C,1,40,1,0,40,1
841,3,male,0,0,7.925,S,1,20,0,0,60,0
842,2,male,0,0,10.5,S,1,16,0,0,32,0
843,1,female,0,0,31,C,0,30,0,0,30,1
844,3,male,0,0,6.4375,C,1,34.5,0,0,103.5,0
845,3,male,0,0,8.6625,S,1,17,0,0,51,0
846,3,male,0,0,7.55,S,1,42,0,0,126,0
847,3,male,8,2,69.55,S,1,25,1,10,75,0
848,3,male,0,0,7.8958,C,1,35,0,0,105,0
849,2,male,0,1,33,S,1,28,0,1,56,0
850,1,female,1,0,89.1042,C,0,35,1,1,35,1
851,3,male,4,2,31.275,S,1,4,0,6,12,0
852,3,male,0,0,7.775,S,1,74,0,0,222,0
853,3,female,1,1,15.2458,C,0,9,0,2,27,0
854,1,female,0,1,39.4,S,0,16,0,1,16,1
855,2,female,1,0,26,S,0,44,0,1,88,0
856,3,female,0,1,9.35,S,0,18,0,1,54,1
857,1,female,1,1,164.8667,S,0,45,0,2,45,1
858,1,male,0,0,26.55,S,1,51,0,0,51,1
859,3,female,0,3,19.2583,C,0,24,0,3,72,1
860,3,male,0,0,7.2292,C,1,25,1,0,75,0
861,3,male,2,0,14.1083,S,1,41,0,2,123,0
862,2,male,1,0,11.5,S,1,21,0,1,42,0
863,1,female,0,0,25.9292,S,0,48,0,0,48,1
864,3,female,8,2,69.55,S,0,21.5,1,10,64.5,0
865,2,male,0,0,13,S,1,24,0,0,48,0
866,2,female,0,0,13,S,0,42,0,0,84,1
867,2,female,1,0,13.8583,C,0,27,0,1,54,1
868,1,male,0,0,50.4958,S,1,31,0,0,31,0
869,3,male,0,0,9.5,S,1,25,1,0,75,0
870,3,male,1,1,11.1333,S,1,4,0,2,12,1
871,3,male,0,0,7.8958,S,1,26,0,0,78,0
872,1,female,1,1,52.5542,S,0,47,0,2,47,1
873,1,male,0,0,5,S,1,33,0,0,33,0
874,3,male,0,0,9,S,1,47,0,0,141,0
875,2,female,1,0,24,C,0,28,0,1,56,1
876,3,female,0,0,7.225,C,0,15,0,0,45,1
877,3,male,0,0,9.8458,S,1,20,0,0,60,0
878,3,male,0,0,7.8958,S,1,19,0,0,57,0
879,3,male,0,0,7.8958,S,1,25,1,0,75,0
880,1,female,0,1,83.1583,C,0,56,0,1,56,1
881,2,female,0,1,26,S,0,25,0,1,50,1
882,3,male,0,0,7.8958,S,1,33,0,0,99,0
883,3,female,0,0,10.5167,S,0,22,0,0,66,0
884,2,male,0,0,10.5,S,1,28,0,0,56,0
885,3,male,0,0,7.05,S,1,25,0,0,75,0
886,3,female,0,5,29.125,Q,0,39,0,5,117,0
887,2,male,0,0,13,S,1,27,0,0,54,0
888,1,female,0,0,30,S,0,19,0,0,19,1
889,3,female,1,2,23.45,S,0,21.5,1,3,64.5,0
890,1,male,0,0,30,C,1,26,0,0,26,1
891,3,male,0,0,7.75,Q,1,32,0,0,96,0
